airline_transformer__airline_Air India,airline_transformer__airline_Indigo,airline_transformer__airline_Jet Airways,airline_transformer__airline_Multiple Carriers,airline_transformer__airline_other,date_transformer__date_of_journey_month,date_transformer__date_of_journey_day_of_week,date_transformer__date_of_journey_day_of_year,location_union_transformer__source,location_union_transformer__destination,location_union_transformer__source_is_north,location_union_transformer__destination_is_north,time_union_transformer__dep_time_hour,time_union_transformer__dep_time_minute,time_union_transformer__arrival_time_hour,time_union_transformer__arrival_time_minute,time_union_transformer__dep_time_part_of_day,time_union_transformer__arrival_time_part_of_day,duration_log_transformer__duration_minute,total_stops_trasformer__total_stops,total_stops_trasformer__is_direct_flight
0.0,0.0,1.0,0.0,0.0,0.6666666666666665,0.16666666666666666,0.6864406779661016,-0.1665830242045014,-0.17397179550993694,1,0,20,0,4,40,0.7537537537537538,0.0,6.253828811575473,1,0
0.0,0.0,0.0,1.0,0.0,0.6666666666666665,0.8333333333333333,0.6610169491525424,1.0357800184304167,1.0347839759327766,1,0,14,0,21,0,1.0,1.0,6.040254711277414,1,0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.016949152542372947,-0.9388997751580286,-0.8795124269496587,0,1,21,10,23,55,0.7537537537537538,1.0,5.10594547390058,0,1
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.016949152542372947,1.0357800184304167,1.0347839759327766,1,0,4,45,15,30,0.0,0.39708561020036426,6.4692503167957724,1,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14406779661016955,-0.9388997751580286,-0.8795124269496587,0,1,6,45,10,35,0.0,0.39708561020036426,7.4205789054108005,2,0
0.0,0.0,0.0,0.0,1.0,0.33333333333333326,1.0,0.43220338983050854,-0.9388997751580286,-1.828082567697023,0,1,7,45,10,40,0.0,0.39708561020036426,5.1647859739235145,0,1
0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.1694915254237288,1.0357800184304167,1.0347839759327766,1,0,7,35,22,20,0.0,1.0,6.785587645007929,1,0
0.0,0.0,1.0,0.0,0.0,0.6666666666666665,0.0,0.7372881355932204,-1.867736066380047,-0.8795124269496587,1,0,19,35,21,5,0.7537537537537538,1.0,4.499809670330265,0,1
0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.1694915254237288,1.0357800184304167,1.0347839759327766,1,0,10,45,15,30,1.0,0.39708561020036426,5.652489180268651,1,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7966101694915255,1.0357800184304167,1.0347839759327766,1,0,21,25,19,0,0.7537537537537538,1.0,7.166265974133638,2,0
1.0,0.0,0.0,0.0,0.0,0.6666666666666665,0.3333333333333333,0.6355932203389831,1.0357800184304167,1.0347839759327766,1,0,10,0,19,15,1.0,1.0,6.318968113746434,1,0
1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.8728813559322035,1.0357800184304167,1.0347839759327766,1,0,20,15,19,15,0.7537537537537538,1.0,7.22983877815125,2,0
0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0423728813559322,1.0357800184304167,1.0347839759327766,1,0,7,30,19,15,0.0,1.0,6.558197802812269,1,0
1.0,0.0,0.0,0.0,0.0,0.6666666666666665,0.8333333333333333,0.6610169491525424,1.0357800184304167,1.0347839759327766,1,0,12,0,7,40,1.0,0.0,7.07326971745971,2,0
0.0,0.0,0.0,1.0,0.0,0.6666666666666665,0.8333333333333333,0.6610169491525424,1.0357800184304167,1.0347839759327766,1,0,9,0,19,15,1.0,1.0,6.421622267806518,1,0
0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.22033898305084743,-1.867736066380047,-0.8795124269496587,1,0,15,50,17,20,1.0,1.0,4.499809670330265,0,1
0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.1694915254237288,1.0357800184304167,1.0347839759327766,1,0,22,50,4,25,0.7537537537537538,0.0,5.814130531825066,1,0
0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.1694915254237288,-0.9388997751580286,-0.8795124269496587,0,1,8,55,23,0,1.0,1.0,6.739336627357174,1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.1694915254237288,1.0357800184304167,1.0347839759327766,1,0,9,0,15,30,1.0,0.39708561020036426,5.966146739123692,1,0
0.0,0.0,1.0,0.0,0.0,0.6666666666666665,0.16666666666666666,0.6864406779661016,-0.1665830242045014,-0.17397179550993694,1,0,14,5,19,50,1.0,1.0,5.84354441703136,1,0
0.0,1.0,0.0,0.0,0.0,0.6666666666666665,0.5,0.5847457627118644,1.0357800184304167,1.0347839759327766,1,0,11,25,1,30,1.0,0.0,6.739336627357174,1,0
1.0,0.0,0.0,0.0,0.0,0.33333333333333326,0.0,0.2627118644067796,-0.1665830242045014,-0.17397179550993694,1,0,7,0,5,25,0.0,0.0,7.20414929203594,2,0
0.0,1.0,0.0,0.0,0.0,0.6666666666666665,0.3333333333333333,0.5169491525423728,-0.1665830242045014,-0.17397179550993694,1,0,15,15,20,5,1.0,1.0,5.66988092298052,1,0
0.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0357800184304167,1.0347839759327766,1,0,20,55,4,25,0.7537537537537538,0.0,6.1092475827643655,1,0
0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.8728813559322035,-0.9388997751580286,-1.828082567697023,0,1,7,10,10,10,0.0,0.39708561020036426,5.19295685089021,0,1
0.0,0.0,0.0,0.0,1.0,0.33333333333333326,0.0,0.3813559322033898,1.0357800184304167,1.0347839759327766,1,0,15,45,22,5,1.0,1.0,5.940171252720432,1,0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.19491525423728817,-0.1665830242045014,-0.17397179550993694,1,0,11,15,18,15,1.0,1.0,6.040254711277414,1,0
0.0,0.0,0.0,0.0,1.0,0.6666666666666665,0.8333333333333333,0.6610169491525424,-0.1665830242045014,-0.17397179550993694,1,0,17,10,19,40,0.7537537537537538,1.0,5.0106352940962555,0,1
0.0,1.0,0.0,0.0,0.0,0.6666666666666665,0.3333333333333333,0.5169491525423728,-0.9388997751580286,-1.828082567697023,0,1,18,25,21,20,0.7537537537537538,1.0,5.1647859739235145,0,1
0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,-0.9388997751580286,-0.8795124269496587,0,1,16,55,23,0,0.7537537537537538,1.0,5.8998973535824915,1,0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.19491525423728817,-0.1665830242045014,-0.17397179550993694,1,0,15,10,17,45,1.0,1.0,5.043425116919247,0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.1694915254237288,-0.9388997751580286,-0.8795124269496587,0,1,16,0,18,35,0.7537537537537538,1.0,5.043425116919247,0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.22033898305084743,-0.1665830242045014,-0.17397179550993694,1,0,14,15,16,45,1.0,1.0,5.0106352940962555,0,1
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.19491525423728817,-0.1665830242045014,-0.17397179550993694,1,0,5,30,8,20,0.0,0.39708561020036426,5.135798437050262,0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.8333333333333333,0.06779661016949157,-0.9388997751580286,-0.8795124269496587,0,1,9,50,12,35,1.0,0.39708561020036426,5.10594547390058,0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.8333333333333333,0.7796610169491525,1.0357800184304167,1.0347839759327766,1,0,14,0,4,25,1.0,0.0,6.762729506931879,1,0
0.0,0.0,0.0,0.0,1.0,1.0,0.8333333333333333,0.7796610169491525,-0.9388997751580286,-1.828082567697023,0,1,21,0,23,50,0.7537537537537538,1.0,5.135798437050262,0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0423728813559322,1.0357800184304167,1.0347839759327766,1,0,10,20,18,50,1.0,1.0,6.234410725718371,1,0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.19491525423728817,-1.867736066380047,-0.8795124269496587,0,1,11,35,14,0,1.0,0.39708561020036426,4.976733742420574,0,1
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.847457627118644,-0.1665830242045014,-0.17397179550993694,1,0,21,25,0,5,0.7537537537537538,0.0,5.075173815233827,0,1
0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.1694915254237288,-0.9388997751580286,-0.8795124269496587,0,1,8,55,7,40,1.0,0.0,7.21890970761906,1,0
0.0,0.0,1.0,0.0,0.0,0.6666666666666665,0.3333333333333333,0.6355932203389831,-0.1665830242045014,-0.17397179550993694,1,0,6,30,16,20,0.0,1.0,6.380122536899765,1,0
0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,-1.867736066380047,-0.8795124269496587,1,0,5,45,7,15,0.0,0.0,4.499809670330265,0,1
0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.847457627118644,1.0357800184304167,1.0347839759327766,1,0,8,0,21,0,1.0,1.0,6.659293919683638,1,0
0.0,0.0,1.0,0.0,0.0,0.6666666666666665,0.0,0.5593220338983051,-0.1665830242045014,-0.17397179550993694,1,0,17,0,21,5,0.7537537537537538,1.0,7.429520842786462,1,0
1.0,0.0,0.0,0.0,0.0,0.6666666666666665,0.0,0.5593220338983051,-0.1665830242045014,-0.17397179550993694,1,0,5,50,20,25,0.0,1.0,6.774223886357614,2,0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.847457627118644,-0.1665830242045014,-0.17397179550993694,1,0,9,25,5,25,1.0,0.0,7.090076835776092,2,0
0.0,0.0,1.0,0.0,0.0,0.6666666666666665,0.8333333333333333,0.6610169491525424,1.0357800184304167,1.0347839759327766,1,0,17,30,12,35,0.7537537537537538,0.39708561020036426,7.0431599159883405,1,0
0.0,1.0,0.0,0.0,0.0,0.6666666666666665,0.8333333333333333,0.6610169491525424,1.0357800184304167,1.0347839759327766,1,0,14,25,17,40,1.0,1.0,5.272999558563747,0,1
0.0,0.0,1.0,0.0,0.0,0.33333333333333326,0.0,0.2627118644067796,-0.9388997751580286,-1.828082567697023,0,1,7,10,10,10,0.0,0.39708561020036426,5.19295685089021,0,1
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.19491525423728817,-0.1665830242045014,-0.17397179550993694,1,0,9,55,20,25,1.0,1.0,6.4457198193855785,1,0
0.0,0.0,1.0,0.0,0.0,0.6666666666666665,0.5,0.5847457627118644,1.0357800184304167,1.0347839759327766,1,0,15,0,12,35,1.0,0.39708561020036426,7.166265974133638,1,0
0.0,1.0,0.0,0.0,0.0,0.6666666666666665,0.3333333333333333,0.6355932203389831,1.0357800184304167,1.0347839759327766,1,0,9,15,21,0,1.0,1.0,6.558197802812269,1,0
0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.847457627118644,1.0357800184304167,1.0347839759327766,1,0,2,15,11,30,0.0,0.39708561020036426,6.318968113746434,1,0
1.0,0.0,0.0,0.0,0.0,0.6666666666666665,1.0,0.6101694915254237,-0.9388997751580286,-1.828082567697023,0,1,17,0,19,45,0.7537537537537538,1.0,5.10594547390058,0,1
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.847457627118644,-0.9388997751580286,-1.828082567697023,0,1,10,10,13,0,1.0,0.39708561020036426,5.135798437050262,0,1
0.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.923728813559322,-1.867736066380047,-0.8795124269496587,0,1,8,20,10,35,1.0,0.39708561020036426,4.90527477843843,0,1
0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.22033898305084743,1.0357800184304167,1.0347839759327766,1,0,7,5,16,10,0.0,1.0,6.300785794663244,1,0
0.0,1.0,0.0,0.0,0.0,1.0,0.8333333333333333,0.7796610169491525,1.0357800184304167,1.0347839759327766,1,0,6,50,16,10,0.0,1.0,6.327936783729195,1,0
0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.1694915254237288,-1.867736066380047,-0.8795124269496587,1,0,7,10,8,35,0.0,0.39708561020036426,4.442651256490317,0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.8220338983050848,-0.1665830242045014,-0.17397179550993694,1,0,21,10,4,40,0.7537537537537538,0.0,6.1092475827643655,1,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7966101694915255,1.0357800184304167,1.0347839759327766,1,0,18,15,19,0,0.7537537537537538,1.0,7.3031700512368,1,0
0.0,0.0,1.0,0.0,0.0,0.6666666666666665,0.6666666666666666,0.7118644067796611,-0.1665830242045014,-0.17397179550993694,1,0,8,25,20,45,1.0,1.0,6.606650186198215,1,0
0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0423728813559322,-1.867736066380047,-0.8795124269496587,0,1,22,5,0,25,0.7537537537537538,0.0,4.941642422609304,0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.923728813559322,-0.9388997751580286,-1.828082567697023,0,1,7,10,10,10,0.0,0.39708561020036426,5.19295685089021,0,1
1.0,0.0,0.0,0.0,0.0,0.6666666666666665,0.0,0.5593220338983051,-1.867736066380047,-0.8795124269496587,1,0,6,20,7,40,0.0,0.0,4.382026634673881,0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,-0.9388997751580286,-0.8795124269496587,0,1,10,30,17,45,1.0,1.0,6.075346031088684,2,0
0.0,0.0,1.0,0.0,0.0,0.6666666666666665,0.0,0.7372881355932204,1.0357800184304167,1.0347839759327766,1,0,19,15,4,25,0.7537537537537538,0.0,6.309918278226516,1,0
0.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0357800184304167,1.0347839759327766,1,0,21,50,3,35,0.7537537537537538,0.0,5.84354441703136,1,0
0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.8220338983050848,1.0357800184304167,1.0347839759327766,1,0,11,30,4,25,1.0,0.0,6.922643891475888,1,0
0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.8728813559322035,1.0357800184304167,1.0347839759327766,1,0,21,5,0,20,0.7537537537537538,0.0,5.272999558563747,0,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7966101694915255,-0.1665830242045014,-0.17397179550993694,1,0,20,25,23,10,0.7537537537537538,1.0,5.10594547390058,0,1
1.0,0.0,0.0,0.0,0.0,0.6666666666666665,0.3333333333333333,0.6355932203389831,-0.1665830242045014,-0.17397179550993694,1,0,9,25,5,25,1.0,0.0,7.090076835776092,2,0
0.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0357800184304167,1.0347839759327766,1,0,11,30,12,35,1.0,0.39708561020036426,7.316548177182976,1,0
0.0,0.0,1.0,0.0,0.0,0.6666666666666665,0.8333333333333333,0.6610169491525424,1.0357800184304167,1.0347839759327766,1,0,20,0,4,25,0.7537537537537538,0.0,6.22455842927536,2,0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9745762711864407,1.0357800184304167,1.0347839759327766,1,0,9,0,19,0,1.0,1.0,6.396929655216146,1,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14406779661016955,-0.9388997751580286,-0.8795124269496587,0,1,11,40,9,30,1.0,0.39708561020036426,7.177782416195197,1,0
0.0,1.0,0.0,0.0,0.0,0.6666666666666665,0.3333333333333333,0.6355932203389831,-1.867736066380047,-0.8795124269496587,0,1,19,35,21,55,0.7537537537537538,1.0,4.941642422609304,0,1
0.0,0.0,0.0,0.0,1.0,0.6666666666666665,0.5,0.5847457627118644,-0.1665830242045014,-0.17397179550993694,1,0,7,10,9,5,0.0,0.39708561020036426,7.349230824613334,1,0
0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.8728813559322035,-0.9388997751580286,-1.828082567697023,0,1,11,30,14,20,1.0,0.39708561020036426,5.135798437050262,0,1
0.0,0.0,1.0,0.0,0.0,0.6666666666666665,0.16666666666666666,0.6864406779661016,1.0357800184304167,1.0347839759327766,1,0,19,15,12,35,0.7537537537537538,0.39708561020036426,6.946975992135418,1,0
0.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.8728813559322035,1.0357800184304167,1.0347839759327766,1,0,14,0,19,0,1.0,1.0,5.703782474656201,1,0
0.0,0.0,1.0,0.0,0.0,0.6666666666666665,0.8333333333333333,0.6610169491525424,-0.1665830242045014,-0.17397179550993694,1,0,16,30,19,50,0.7537537537537538,1.0,7.402451520818244,1,0
0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.8220338983050848,1.0357800184304167,1.0347839759327766,1,0,13,0,19,0,1.0,1.0,5.886104031450156,1,0
0.0,0.0,1.0,0.0,0.0,0.6666666666666665,0.8333333333333333,0.6610169491525424,-0.1665830242045014,-0.17397179550993694,1,0,20,0,19,50,0.7537537537537538,1.0,7.265429723253953,1,0
0.0,1.0,0.0,0.0,0.0,0.6666666666666665,0.3333333333333333,0.6355932203389831,-0.9388997751580286,-1.828082567697023,0,1,4,0,6,50,0.0,0.0,5.135798437050262,0,1
0.0,0.0,1.0,0.0,0.0,0.6666666666666665,0.16666666666666666,0.6864406779661016,-0.1665830242045014,-0.17397179550993694,1,0,8,25,8,15,1.0,0.39708561020036426,7.265429723253953,1,0
0.0,1.0,0.0,0.0,0.0,0.6666666666666665,0.0,0.7372881355932204,-0.9388997751580286,-1.828082567697023,0,1,0,30,3,25,0.0,0.0,5.1647859739235145,0,1
0.0,0.0,1.0,0.0,0.0,0.6666666666666665,0.16666666666666666,0.6864406779661016,-0.1665830242045014,-0.17397179550993694,1,0,21,10,4,40,0.7537537537537538,0.0,6.1092475827643655,1,0
0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,1.0357800184304167,1.0347839759327766,1,0,11,30,1,30,1.0,0.0,6.733401891837359,1,0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.847457627118644,1.0357800184304167,1.0347839759327766,1,0,19,45,12,35,0.7537537537537538,0.39708561020036426,6.917705609835305,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.09322033898305082,-1.867736066380047,-0.8795124269496587,0,1,17,45,20,5,0.7537537537537538,1.0,4.941642422609304,0,1
0.0,0.0,1.0,0.0,0.0,0.6666666666666665,0.5,0.5847457627118644,1.0357800184304167,1.0347839759327766,1,0,9,40,19,0,1.0,1.0,6.327936783729195,2,0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.847457627118644,-0.1665830242045014,-0.17397179550993694,1,0,9,25,1,20,1.0,0.0,6.86171134048073,2,0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.016949152542372947,-1.867736066380047,-0.8795124269496587,1,0,16,55,18,25,0.7537537537537538,1.0,4.499809670330265,0,1
0.0,0.0,1.0,0.0,0.0,0.6666666666666665,1.0,0.6101694915254237,-0.9388997751580286,-1.828082567697023,0,1,8,20,11,20,1.0,0.39708561020036426,5.19295685089021,0,1
